food_id,name_ptbr,food_group,food_type,calories_per_unit,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,allergen_review_status,restriction_tokens,food_group_id,food_group_nome,food_type_id,food_type_nome,food_source_id,food_source_nome,food_preparation_method_id,food_preparation_method_nome,food_measurement_unit_id,food_measurement_unit_nome
food_277,Tortellini de queijo (cozido),,,260.00,11.00,35.00,7.50,2.00,2.00,400.00,reviewed_has_allergens,"egg,gluten,milk,wheat",mixed,,pasta,,animal,Animal,boiled,Cozido,g,Grama
food_278,Pamonha doce (cozida),Carboidratos,Processado,180.00,3.50,32.00,4.50,2.50,12.00,50.00,reviewed_has_allergens,milk,carbohydrates,Carboidratos,processed,Processado,mixed,,boiled,Cozido,g,Grama
food_279,Massa de panqueca (simples),Carboidratos,,227.00,7.00,28.00,9.50,1.00,4.00,430.00,reviewed_has_allergens,"egg,gluten,milk,wheat",carbohydrates,Carboidratos,baked_good,,mixed,,fried,Frito,g,Grama
food_280,Bacalhau salgado cru,Proteínas,Peixe,290.00,62.80,0.00,2.40,0.00,0.00,7027.00,reviewed_has_allergens,fish,proteins,Proteínas,fish,Peixe,animal,Animal,raw,Cru,g,Grama
food_281,Bacalhau dessalgado cozido,Proteínas,Peixe,105.00,22.80,0.00,0.90,0.00,0.00,274.00,reviewed_has_allergens,fish,proteins,Proteínas,fish,Peixe,animal,Animal,boiled,Cozido,g,Grama
food_282,Sardinha fresca grelhada,Proteínas,Peixe,208.00,24.60,0.00,11.50,0.00,0.00,505.00,reviewed_has_allergens,fish,proteins,Proteínas,fish,Peixe,animal,Animal,grilled,Grelhado,g,Grama
food_283,Dourado assado,Proteínas,Peixe,109.00,24.00,0.00,0.90,0.00,0.00,113.00,reviewed_has_allergens,fish,proteins,Proteínas,fish,Peixe,animal,Animal,baked,Assado,g,Grama
food_284,Robalo grelhado,Proteínas,Peixe,124.00,23.60,0.00,2.60,0.00,0.00,88.00,reviewed_has_allergens,fish,proteins,Proteínas,fish,Peixe,animal,Animal,grilled,Grelhado,g,Grama
food_285,Tilápia grelhada,Proteínas,Peixe,128.00,26.20,0.00,2.70,0.00,0.00,56.00,reviewed_has_allergens,fish,proteins,Proteínas,fish,Peixe,animal,Animal,grilled,Grelhado,g,Grama
food_286,Pescada cozida,Proteínas,Peixe,96.00,19.30,0.00,1.60,0.00,0.00,316.00,reviewed_has_allergens,fish,proteins,Proteínas,fish,Peixe,animal,Animal,boiled,Cozido,g,Grama
food_287,Linguado grelhado,Proteínas,Peixe,117.00,24.20,0.00,1.50,0.00,0.00,105.00,reviewed_has_allergens,fish,proteins,Proteínas,fish,Peixe,animal,Animal,grilled,Grelhado,g,Grama
food_288,Truta assada,Proteínas,Peixe,190.00,26.60,0.00,8.40,0.00,0.00,66.00,reviewed_has_allergens,fish,proteins,Proteínas,fish,Peixe,animal,Animal,baked,Assado,g,Grama
food_289,Atum fresco grelhado,Proteínas,Peixe,132.00,28.30,0.00,1.30,0.00,0.00,50.00,reviewed_has_allergens,fish,proteins,Proteínas,fish,Peixe,animal,Animal,grilled,Grelhado,g,Grama
food_290,Cação cozido,Proteínas,Peixe,130.00,21.00,0.00,4.50,0.00,0.00,90.00,reviewed_has_allergens,fish,proteins,Proteínas,fish,Peixe,animal,Animal,boiled,Cozido,g,Grama
food_291,Corvina assada,Proteínas,Peixe,104.00,20.00,0.00,2.10,0.00,0.00,58.00,reviewed_has_allergens,fish,proteins,Proteínas,fish,Peixe,animal,Animal,baked,Assado,g,Grama
food_292,Namorado grelhado,Proteínas,Peixe,102.00,20.50,0.00,1.60,0.00,0.00,60.00,reviewed_has_allergens,fish,proteins,Proteínas,fish,Peixe,animal,Animal,grilled,Grelhado,g,Grama
food_293,Pintado assado,Proteínas,Peixe,152.00,18.50,0.00,8.00,0.00,0.00,55.00,reviewed_has_allergens,fish,proteins,Proteínas,fish,Peixe,animal,Animal,baked,Assado,g,Grama
food_294,Tambaqui assado,Proteínas,Peixe,280.00,18.00,0.00,22.00,0.00,0.00,65.00,reviewed_has_allergens,fish,proteins,Proteínas,fish,Peixe,animal,Animal,baked,Assado,g,Grama
food_295,Ostra crua,Proteínas,Frutos do Mar,81.00,9.50,4.90,2.30,0.00,0.00,106.00,reviewed_has_allergens,"mollusk,shellfish",proteins,Proteínas,shellfish,Frutos do Mar,animal,Animal,raw,Cru,g,Grama
food_296,Caranguejo cozido,Proteínas,Frutos do Mar,97.00,19.00,0.00,1.50,0.00,0.00,395.00,reviewed_has_allergens,"crustacean,shellfish",proteins,Proteínas,shellfish,Frutos do Mar,animal,Animal,boiled,Cozido,g,Grama
food_297,Lagosta cozida,Proteínas,Frutos do Mar,89.00,19.00,0.00,0.90,0.00,0.00,380.00,reviewed_has_allergens,"crustacean,shellfish",proteins,Proteínas,shellfish,Frutos do Mar,animal,Animal,boiled,Cozido,g,Grama
food_298,Vieiras grelhadas,Proteínas,Frutos do Mar,111.00,20.50,5.40,0.80,0.00,0.00,265.00,reviewed_has_allergens,"mollusk,shellfish",proteins,Proteínas,shellfish,Frutos do Mar,animal,Animal,grilled,Grelhado,g,Grama
food_299,Siri cozido,Proteínas,Frutos do Mar,83.00,18.10,0.00,0.80,0.00,0.00,278.00,reviewed_has_allergens,"crustacean,shellfish",proteins,Proteínas,shellfish,Frutos do Mar,animal,Animal,boiled,Cozido,g,Grama
food_300,Carne de sol (crua),Proteínas,,214.00,29.50,0.00,9.80,0.00,0.00,1200.00,reviewed_has_allergens,red_meat,proteins,Proteínas,meat,,animal,Animal,raw,Cru,g,Grama
food_301,Picanha grelhada,Proteínas,,288.00,26.00,0.00,19.50,0.00,0.00,65.00,reviewed_has_allergens,red_meat,proteins,Proteínas,meat,,animal,Animal,grilled,Grelhado,g,Grama
food_302,Costela bovina assada,Proteínas,,360.00,22.00,0.00,30.00,0.00,0.00,75.00,reviewed_has_allergens,red_meat,proteins,Proteínas,meat,,animal,Animal,baked,Assado,g,Grama
food_303,Pato assado (sem pele),Proteínas,Aves,201.00,23.50,0.00,11.20,0.00,0.00,65.00,unreviewed,,proteins,Proteínas,poultry,Aves,animal,Animal,baked,Assado,g,Grama
food_304,Cordeiro assado,Proteínas,,258.00,25.60,0.00,16.50,0.00,0.00,72.00,reviewed_has_allergens,red_meat,proteins,Proteínas,meat,,animal,Animal,baked,Assado,g,Grama
food_305,Alcatra assada,Proteínas,,215.00,27.00,0.00,11.00,0.00,0.00,60.00,reviewed_has_allergens,red_meat,proteins,Proteínas,meat,,animal,Animal,baked,Assado,g,Grama
food_306,Maminha assada,Proteínas,,230.00,26.50,0.00,13.00,0.00,0.00,62.00,reviewed_has_allergens,red_meat,proteins,Proteínas,meat,,animal,Animal,baked,Assado,g,Grama
food_307,Fraldinha grelhada,Proteínas,,225.00,27.50,0.00,12.00,0.00,0.00,65.00,reviewed_has_allergens,red_meat,proteins,Proteínas,meat,,animal,Animal,grilled,Grelhado,g,Grama
food_308,Filé mignon grelhado,Proteínas,,210.00,28.00,0.00,10.00,0.00,0.00,60.00,reviewed_has_allergens,red_meat,proteins,Proteínas,meat,,animal,Animal,grilled,Grelhado,g,Grama
food_309,Contrafilé grelhado,Proteínas,,245.00,26.00,0.00,15.00,0.00,0.00,65.00,reviewed_has_allergens,red_meat,proteins,Proteínas,meat,,animal,Animal,grilled,Grelhado,g,Grama
food_310,Cupim assado,Proteínas,,330.00,20.00,0.00,27.00,0.00,0.00,70.00,reviewed_has_allergens,red_meat,proteins,Proteínas,meat,,animal,Animal,baked,Assado,g,Grama
food_311,Lombo de porco assado,Proteínas,,196.00,29.00,0.00,7.00,0.00,0.00,55.00,reviewed_has_allergens,pork,proteins,Proteínas,meat,,animal,Animal,baked,Assado,g,Grama
food_312,Costelinha de porco assada,Proteínas,,297.00,25.00,0.00,21.00,0.00,0.00,75.00,reviewed_has_allergens,pork,proteins,Proteínas,meat,,animal,Animal,baked,Assado,g,Grama
food_313,Picanha suína assada,Proteínas,,240.00,26.00,0.00,14.50,0.00,0.00,65.00,reviewed_has_allergens,pork,proteins,Proteínas,meat,,animal,Animal,baked,Assado,g,Grama
food_314,Coxa de frango assada (com pele),Proteínas,Aves,232.00,23.50,0.00,14.80,0.00,0.00,85.00,unreviewed,,proteins,Proteínas,poultry,Aves,animal,Animal,baked,Assado,g,Grama
food_315,Asa de frango assada (com pele),Proteínas,Aves,254.00,23.80,0.00,16.90,0.00,0.00,82.00,unreviewed,,proteins,Proteínas,poultry,Aves,animal,Animal,baked,Assado,g,Grama
food_316,Coração de frango grelhado,Proteínas,Aves,207.00,26.00,0.00,10.50,0.00,0.00,65.00,unreviewed,,proteins,Proteínas,poultry,Aves,animal,Animal,grilled,Grelhado,g,Grama
food_317,Fígado bovino grelhado,Proteínas,,190.00,29.00,3.80,5.30,0.00,0.00,79.00,reviewed_has_allergens,red_meat,proteins,Proteínas,meat,,animal,Animal,grilled,Grelhado,g,Grama
food_318,Moela de frango cozida,Proteínas,Aves,154.00,27.00,0.00,3.60,0.00,0.00,69.00,unreviewed,,proteins,Proteínas,poultry,Aves,animal,Animal,boiled,Cozido,g,Grama
food_319,Carne moída (patinho) cozida,Proteínas,,212.00,28.00,0.00,10.50,0.00,0.00,70.00,reviewed_has_allergens,red_meat,proteins,Proteínas,meat,,animal,Animal,boiled,Cozido,g,Grama
food_320,Azeite de oliva extravirgem,Gorduras,,884.00,0.00,0.00,100.00,0.00,0.00,2.00,unreviewed,,fats,Gorduras,oil,,vegetable,Vegetal,raw,Cru,ml,Mililitro
food_321,Azeite de oliva virgem,Gorduras,,884.00,0.00,0.00,100.00,0.00,0.00,2.00,unreviewed,,fats,Gorduras,oil,,vegetable,Vegetal,raw,Cru,ml,Mililitro
food_322,Óleo de coco,Gorduras,,862.00,0.00,0.00,100.00,0.00,0.00,0.00,reviewed_has_allergens,tree_nuts,fats,Gorduras,oil,,vegetable,Vegetal,raw,Cru,ml,Mililitro
food_323,Óleo de girassol,Gorduras,,884.00,0.00,0.00,100.00,0.00,0.00,0.00,unreviewed,,fats,Gorduras,oil,,vegetable,Vegetal,raw,Cru,ml,Mililitro
food_324,Óleo de soja,Gorduras,,884.00,0.00,0.00,100.00,0.00,0.00,0.00,reviewed_has_allergens,soy,fats,Gorduras,oil,,vegetable,Vegetal,raw,Cru,ml,Mililitro
food_325,Óleo de milho,Gorduras,,884.00,0.00,0.00,100.00,0.00,0.00,0.00,unreviewed,,fats,Gorduras,oil,,vegetable,Vegetal,raw,Cru,ml,Mililitro
food_326,Óleo de canola,Gorduras,,884.00,0.00,0.00,100.00,0.00,0.00,0.00,unreviewed,,fats,Gorduras,oil,,vegetable,Vegetal,raw,Cru,ml,Mililitro
food_327,Óleo de abacate,Gorduras,,884.00,0.00,0.00,100.00,0.00,0.00,0.00,unreviewed,,fats,Gorduras,oil,,vegetable,Vegetal,raw,Cru,ml,Mililitro
food_328,Óleo de amendoim,Gorduras,,884.00,0.00,0.00,100.00,0.00,0.00,0.00,reviewed_has_allergens,peanuts,fats,Gorduras,oil,,vegetable,Vegetal,raw,Cru,ml,Mililitro
food_329,Óleo de gergelim (sésamo),Gorduras,,884.00,0.00,0.00,100.00,0.00,0.00,0.00,reviewed_has_allergens,sesame,fats,Gorduras,oil,,vegetable,Vegetal,raw,Cru,ml,Mililitro
food_330,Manteiga Ghee (Clarificada),Gorduras,,900.00,0.30,0.00,99.50,0.00,0.00,2.00,reviewed_has_allergens,milk,fats,Gorduras,dairy_fat,,animal,Animal,processed,,g,Grama
food_331,Banha de porco,Gorduras,,902.00,0.00,0.00,100.00,0.00,0.00,0.00,reviewed_has_allergens,pork,fats,Gorduras,animal_fat,,animal,Animal,processed,,g,Grama
food_332,Sebo bovino,Gorduras,,902.00,0.00,0.00,100.00,0.00,0.00,0.00,reviewed_has_allergens,red_meat,fats,Gorduras,animal_fat,,animal,Animal,processed,,g,Grama
food_333,Óleo de linhaça,Gorduras,,884.00,0.00,0.00,100.00,0.00,0.00,0.00,unreviewed,,fats,Gorduras,oil,,vegetable,Vegetal,raw,Cru,ml,Mililitro
food_334,Óleo de noz,Gorduras,,884.00,0.00,0.00,100.00,0.00,0.00,0.00,reviewed_has_allergens,tree_nuts,fats,Gorduras,oil,,vegetable,Vegetal,raw,Cru,ml,Mililitro
food_335,Margarina com sal,Gorduras,,717.00,0.20,0.80,80.50,0.00,0.00,700.00,unreviewed,,fats,Gorduras,processed_fat,,vegetable,Vegetal,processed,,g,Grama
food_336,Margarina sem sal,Gorduras,,717.00,0.20,0.80,80.50,0.00,0.00,10.00,unreviewed,,fats,Gorduras,processed_fat,,vegetable,Vegetal,processed,,g,Grama
food_337,Manteiga sem sal,Gorduras,,717.00,0.90,0.10,81.10,0.00,0.10,11.00,reviewed_has_allergens,milk,fats,Gorduras,dairy_fat,,animal,Animal,processed,,g,Grama
food_338,Banha de pato,Gorduras,,900.00,0.00,0.00,99.80,0.00,0.00,0.00,unreviewed,,fats,Gorduras,animal_fat,,animal,Animal,processed,,g,Grama
food_339,Azeite de dendê (Óleo de palma),Gorduras,,884.00,0.00,0.00,100.00,0.00,0.00,0.00,unreviewed,,fats,Gorduras,oil,,vegetable,Vegetal,raw,Cru,ml,Mililitro
food_340,Farinha de mandioca crua,Carboidratos,,361.00,1.60,87.00,0.30,6.50,3.50,2.00,unreviewed,,carbohydrates,Carboidratos,flour,,vegetable,Vegetal,dry,,g,Grama
food_341,Farinha de mandioca torrada,Carboidratos,,365.00,1.20,88.00,0.40,6.00,3.50,2.00,unreviewed,,carbohydrates,Carboidratos,flour,,vegetable,Vegetal,roasted,Assado (Forno),g,Grama
food_342,Polvilho doce,Carboidratos,,351.00,0.40,86.00,0.00,0.20,0.00,2.00,unreviewed,,carbohydrates,Carboidratos,flour,,vegetable,Vegetal,dry,,g,Grama
food_343,Polvilho azedo,Carboidratos,,351.00,0.40,86.00,0.00,0.20,0.00,2.00,unreviewed,,carbohydrates,Carboidratos,flour,,vegetable,Vegetal,dry,,g,Grama
food_344,Farinha de milho flocada,Carboidratos,,363.00,7.50,79.00,1.50,5.00,0.60,5.00,unreviewed,,carbohydrates,Carboidratos,flour,,vegetable,Vegetal,dry,,g,Grama
food_345,Farinha de rosca,Carboidratos,,395.00,13.00,71.00,5.00,4.00,6.00,732.00,reviewed_has_allergens,"gluten,wheat",carbohydrates,Carboidratos,flour,,vegetable,Vegetal,dry,,g,Grama
food_346,Farinha de linhaça,Gorduras,,534.00,18.00,29.00,42.00,27.00,1.60,30.00,unreviewed,,fats,Gorduras,flour,,vegetable,Vegetal,dry,,g,Grama
food_347,Farinha de coco,Carboidratos,,400.00,19.00,58.00,15.00,38.00,9.00,60.00,reviewed_has_allergens,tree_nuts,carbohydrates,Carboidratos,flour,,vegetable,Vegetal,dry,,g,Grama
food_348,Farinha de arroz,Carboidratos,,366.00,6.00,80.00,1.40,2.40,0.10,0.00,unreviewed,,carbohydrates,Carboidratos,flour,,vegetable,Vegetal,dry,,g,Grama
food_349,Sagu,Carboidratos,Processado,358.00,0.20,88.00,0.20,0.50,0.00,3.00,unreviewed,,carbohydrates,Carboidratos,processed,Processado,vegetable,Vegetal,dry,,g,Grama
food_350,Farinha de grão-de-bico,Carboidratos,,387.00,22.00,58.00,6.70,10.00,10.00,64.00,unreviewed,,carbohydrates,Carboidratos,flour,,vegetable,Vegetal,dry,,g,Grama
food_351,Amaranto em grão,Carboidratos,Grãos,371.00,13.50,65.00,7.00,6.70,1.70,4.00,unreviewed,,carbohydrates,Carboidratos,grain,Grãos,vegetable,Vegetal,raw,Cru,g,Grama
food_352,Painço descascado,Carboidratos,Grãos,378.00,11.00,72.00,4.20,8.50,0.00,5.00,unreviewed,,carbohydrates,Carboidratos,grain,Grãos,vegetable,Vegetal,raw,Cru,g,Grama
food_353,Sorgo em grão,Carboidratos,Grãos,329.00,10.60,71.00,3.50,6.70,0.00,6.00,unreviewed,,carbohydrates,Carboidratos,grain,Grãos,vegetable,Vegetal,raw,Cru,g,Grama
food_354,Teff em grão,Carboidratos,Grãos,367.00,13.30,73.00,2.40,8.00,1.80,12.00,unreviewed,,carbohydrates,Carboidratos,grain,Grãos,vegetable,Vegetal,raw,Cru,g,Grama
food_355,Farelo de aveia,Carboidratos,Grãos,246.00,17.30,66.00,7.00,15.40,1.50,4.00,reviewed_has_allergens,gluten_free_if_certified,carbohydrates,Carboidratos,grain,Grãos,vegetable,Vegetal,dry,,g,Grama
food_356,Farinha de centeio,Carboidratos,,338.00,9.00,74.00,1.50,14.00,3.00,2.00,reviewed_has_allergens,"gluten,rye,wheat",carbohydrates,Carboidratos,flour,,vegetable,Vegetal,dry,,g,Grama
food_357,Trigo em grão,Carboidratos,Grãos,342.00,13.00,71.00,2.50,12.00,0.40,2.00,reviewed_has_allergens,"gluten,wheat",carbohydrates,Carboidratos,grain,Grãos,vegetable,Vegetal,raw,Cru,g,Grama
food_358,Cevadinha (em grão),Carboidratos,Grãos,352.00,9.90,77.00,1.10,15.60,0.80,9.00,reviewed_has_allergens,gluten,carbohydrates,Carboidratos,grain,Grãos,vegetable,Vegetal,raw,Cru,g,Grama
food_359,Farinha de maca peruana,Carboidratos,,325.00,14.00,71.00,3.60,7.00,32.00,18.00,unreviewed,,carbohydrates,Carboidratos,flour,,vegetable,Vegetal,dry,,g,Grama
food_360,Açúcar branco refinado,Carboidratos,,387.00,0.00,99.80,0.00,0.00,99.80,1.00,unreviewed,,carbohydrates,Carboidratos,sugar,,vegetable,Vegetal,processed,,g,Grama
food_361,Açúcar mascavo,Carboidratos,,380.00,0.10,98.00,0.00,0.00,97.00,28.00,unreviewed,,carbohydrates,Carboidratos,sugar,,vegetable,Vegetal,processed,,g,Grama
food_362,Açúcar de coco,Carboidratos,,375.00,0.00,95.00,0.00,0.00,93.00,12.00,reviewed_has_allergens,tree_nuts,carbohydrates,Carboidratos,sugar,,vegetable,Vegetal,processed,,g,Grama
food_363,Mel de abelha,Carboidratos,,304.00,0.30,82.40,0.00,0.20,82.10,4.00,unreviewed,,carbohydrates,Carboidratos,sugar,,animal,Animal,raw,Cru,g,Grama
food_364,Xarope de bordo (Maple Syrup),Carboidratos,,260.00,0.00,67.00,0.00,0.00,60.00,12.00,unreviewed,,carbohydrates,Carboidratos,sugar,,vegetable,Vegetal,processed,,g,Grama
food_365,Chocolate amargo 70%,Gorduras,,598.00,7.80,45.90,42.60,10.90,24.00,20.00,unreviewed,,fats,Gorduras,sweet,,vegetable,Vegetal,processed,,g,Grama
food_366,Chocolate ao leite,Carboidratos,,535.00,7.70,59.40,29.70,3.40,51.50,79.00,reviewed_has_allergens,milk,carbohydrates,Carboidratos,sweet,,mixed,,processed,,g,Grama
food_367,Cacau em pó (sem açúcar),Gorduras,,228.00,19.60,57.90,13.70,37.00,1.80,21.00,unreviewed,,fats,Gorduras,powder,,vegetable,Vegetal,processed,,g,Grama
food_368,Doce de leite,Carboidratos,,315.00,6.80,55.00,7.30,0.00,50.00,129.00,reviewed_has_allergens,milk,carbohydrates,Carboidratos,sweet,,mixed,,processed,,g,Grama
food_369,Geleia de morango,Carboidratos,,278.00,0.40,68.90,0.00,1.10,48.00,12.00,unreviewed,,carbohydrates,Carboidratos,sweet,,vegetable,Vegetal,processed,,g,Grama
food_370,Goiabada,Carboidratos,,312.00,0.40,80.00,0.00,4.00,70.00,10.00,unreviewed,,carbohydrates,Carboidratos,sweet,,vegetable,Vegetal,processed,,g,Grama
food_371,Paçoca de amendoim,Gorduras,,499.00,15.00,52.00,26.00,4.50,40.00,250.00,reviewed_has_allergens,peanuts,fats,Gorduras,sweet,,vegetable,Vegetal,processed,,g,Grama
food_372,Sorvete de baunilha (massa),Carboidratos,,207.00,3.50,23.60,11.00,0.70,21.20,80.00,reviewed_has_allergens,"egg,milk",carbohydrates,Carboidratos,sweet,,mixed,,processed,,g,Grama
food_373,Biscoito recheado (chocolate),Carboidratos,,483.00,4.50,70.00,20.00,3.00,35.00,350.00,reviewed_has_allergens,"gluten,milk,soy,wheat",carbohydrates,Carboidratos,sweet,,mixed,,processed,,g,Grama
food_374,Biscoito tipo Maria / Maizena,Carboidratos,,400.00,7.00,76.00,8.00,2.00,22.00,380.00,reviewed_has_allergens,"gluten,milk,wheat",carbohydrates,Carboidratos,sweet,,mixed,,baked,Assado,g,Grama
food_375,Bolo de chocolate (simples),Carboidratos,,389.00,5.30,53.40,18.80,2.50,38.00,315.00,reviewed_has_allergens,"egg,gluten,milk,wheat",carbohydrates,Carboidratos,sweet,,mixed,,baked,Assado,g,Grama
food_376,Gelatina sem açúcar (pronta),Proteínas,,10.00,1.50,1.00,0.00,0.00,0.00,55.00,unreviewed,,proteins,Proteínas,sweet,,animal,Animal,processed,,g,Grama
food_377,Chocolate branco,Carboidratos,,539.00,5.90,59.20,32.10,0.20,59.00,90.00,reviewed_has_allergens,milk,carbohydrates,Carboidratos,sweet,,mixed,,processed,,g,Grama
food_378,Açaí com xarope de guaraná,Carboidratos,,110.00,1.00,22.00,2.00,2.50,18.00,15.00,unreviewed,,carbohydrates,Carboidratos,sweet,,vegetable,Vegetal,processed,,g,Grama
food_379,Açúcar demerara,Carboidratos,,383.00,0.00,99.00,0.00,0.00,98.00,2.00,unreviewed,,carbohydrates,Carboidratos,sugar,,vegetable,Vegetal,processed,,g,Grama
food_380,Molho de tomate caseiro,Vegetais,,29.00,1.30,5.30,0.20,1.50,3.40,15.00,unreviewed,,vegetables,Vegetais,sauce,,vegetable,Vegetal,boiled,Cozido,g,Grama
food_381,Molho de tomate industrializado,Vegetais,,53.00,1.50,8.50,1.60,1.50,5.50,390.00,unreviewed,,vegetables,Vegetais,sauce,,mixed,,processed,,g,Grama
food_382,Mostarda amarela,Vegetais,,60.00,3.70,5.80,3.30,2.00,0.90,1100.00,reviewed_has_allergens,mustard,vegetables,Vegetais,sauce,,vegetable,Vegetal,processed,,g,Grama
food_383,Ketchup,Vegetais,,97.00,1.30,25.50,0.20,0.30,21.00,907.00,unreviewed,,vegetables,Vegetais,sauce,,vegetable,Vegetal,processed,,g,Grama
food_384,Maionese tradicional,Gorduras,,680.00,1.00,0.60,74.90,0.00,0.30,635.00,reviewed_has_allergens,egg,fats,Gorduras,sauce,,mixed,,processed,,g,Grama
food_385,Molho Shoyu (Soja),Leguminosas,,53.00,5.10,7.80,0.60,0.80,0.40,5493.00,reviewed_has_allergens,"gluten,soy,wheat",legumes,Leguminosas,sauce,,vegetable,Vegetal,processed,,ml,Mililitro
food_386,Vinagre balsâmico,Vegetais,Condimento,88.00,0.50,17.00,0.00,0.00,15.00,23.00,unreviewed,,vegetables,Vegetais,condiment,Condimento,vegetable,Vegetal,processed,,ml,Mililitro
food_387,Vinagre de maçã,Frutas,Condimento,21.00,0.00,0.90,0.00,0.00,0.40,5.00,unreviewed,,fruits,Frutas,condiment,Condimento,vegetable,Vegetal,processed,,ml,Mililitro
food_388,Molho Pesto,Gorduras,,472.00,5.50,4.40,48.00,2.50,0.50,1050.00,reviewed_has_allergens,"milk,tree_nuts",fats,Gorduras,sauce,,mixed,,processed,,g,Grama
food_389,Molho Branco (Bechamel),Laticínios,,153.00,4.20,9.50,10.80,0.20,4.50,380.00,reviewed_has_allergens,"gluten,milk,wheat",dairy,Laticínios,sauce,,mixed,,boiled,Cozido,g,Grama
food_390,Molho Barbecue (BBQ),Carboidratos,,183.00,1.00,42.00,0.50,1.00,33.00,1020.00,unreviewed,,carbohydrates,Carboidratos,sauce,,vegetable,Vegetal,processed,,g,Grama
food_391,Extrato de tomate,Vegetais,,82.00,4.30,18.90,0.50,4.10,10.50,59.00,unreviewed,,vegetables,Vegetais,sauce,,vegetable,Vegetal,processed,,g,Grama
food_392,Molho de pimenta (Tabasco),Vegetais,,11.00,1.00,1.80,0.10,0.60,0.00,2140.00,unreviewed,,vegetables,Vegetais,sauce,,vegetable,Vegetal,processed,,ml,Mililitro
food_393,Creme de ricota,Laticínios,Queijo,155.00,9.50,3.50,11.50,0.00,3.00,300.00,reviewed_has_allergens,milk,dairy,Laticínios,cheese,Queijo,animal,Animal,processed,,g,Grama
food_394,Hummus (Pasta de grão-de-bico),Leguminosas,,166.00,7.90,14.30,9.60,6.00,0.30,379.00,reviewed_has_allergens,sesame,legumes,Leguminosas,sauce,,vegetable,Vegetal,processed,,g,Grama
food_395,Guacamole,Frutas,,157.00,2.00,8.50,14.70,6.70,0.70,350.00,unreviewed,,fruits,Frutas,sauce,,vegetable,Vegetal,raw,Cru,g,Grama
food_396,Geleia de pimenta,Carboidratos,,260.00,0.50,65.00,0.00,1.00,50.00,15.00,unreviewed,,carbohydrates,Carboidratos,sweet,,vegetable,Vegetal,processed,,g,Grama
food_397,Tahine (Pasta de gergelim),Gorduras,,595.00,17.00,21.20,53.80,9.30,0.50,115.00,reviewed_has_allergens,sesame,fats,Gorduras,paste,,vegetable,Vegetal,processed,,g,Grama
food_398,Molho Tarê,Carboidratos,,180.00,4.00,40.00,0.00,0.50,30.00,3500.00,reviewed_has_allergens,"gluten,soy,wheat",carbohydrates,Carboidratos,sauce,,vegetable,Vegetal,processed,,ml,Mililitro
food_399,Molho de iogurte e hortelã,Laticínios,,65.00,4.00,4.50,3.00,0.50,3.50,150.00,reviewed_has_allergens,milk,dairy,Laticínios,sauce,,mixed,,raw,Cru,g,Grama
food_400,Café sem açúcar,,Bebida,1.00,0.10,0.00,0.00,0.00,0.00,2.00,unreviewed,,beverages,,beverage,Bebida,vegetable,Vegetal,boiled,Cozido,ml,Mililitro
food_401,Chá verde sem açúcar,,Bebida,1.00,0.20,0.00,0.00,0.00,0.00,1.00,unreviewed,,beverages,,beverage,Bebida,vegetable,Vegetal,boiled,Cozido,ml,Mililitro
food_402,Água de coco,,Bebida,19.00,0.70,3.70,0.20,1.10,2.60,105.00,unreviewed,,beverages,,beverage,Bebida,vegetable,Vegetal,raw,Cru,ml,Mililitro
food_403,Suco de laranja natural,,Bebida,45.00,0.70,10.40,0.20,0.20,8.40,1.00,unreviewed,,beverages,,beverage,Bebida,vegetable,Vegetal,raw,Cru,ml,Mililitro
food_404,Suco de uva integral,,Bebida,60.00,0.40,14.80,0.10,0.20,14.20,5.00,unreviewed,,beverages,,beverage,Bebida,vegetable,Vegetal,processed,,ml,Mililitro
food_405,Limonada sem açúcar,,Bebida,5.00,0.10,1.50,0.00,0.00,0.50,1.00,unreviewed,,beverages,,beverage,Bebida,vegetable,Vegetal,raw,Cru,ml,Mililitro
food_406,Suco de maçã integral,,Bebida,46.00,0.10,11.30,0.10,0.20,9.60,4.00,unreviewed,,beverages,,beverage,Bebida,vegetable,Vegetal,processed,,ml,Mililitro
food_407,Suco de abacaxi natural,,Bebida,53.00,0.40,12.80,0.10,0.20,10.00,2.00,unreviewed,,beverages,,beverage,Bebida,vegetable,Vegetal,raw,Cru,ml,Mililitro
food_408,Refrigerante de Cola (tradicional),,Bebida,42.00,0.00,10.60,0.00,0.00,10.60,4.00,unreviewed,,beverages,,beverage,Bebida,mixed,,processed,,ml,Mililitro
food_409,Refrigerante de Cola (Zero),,Bebida,0.00,0.00,0.00,0.00,0.00,0.00,10.00,unreviewed,,beverages,,beverage,Bebida,mixed,,processed,,ml,Mililitro
food_410,Cerveja Pilsen,,Bebida,43.00,0.50,3.60,0.00,0.00,0.00,4.00,reviewed_has_allergens,gluten,beverages,,beverage,Bebida,vegetable,Vegetal,processed,,ml,Mililitro
food_411,Vinho tinto,,Bebida,85.00,0.10,2.60,0.00,0.00,0.60,4.00,reviewed_has_allergens,sulfites,beverages,,beverage,Bebida,vegetable,Vegetal,processed,,ml,Mililitro
food_412,Vinho branco,,Bebida,82.00,0.10,2.60,0.00,0.00,1.00,5.00,reviewed_has_allergens,sulfites,beverages,,beverage,Bebida,vegetable,Vegetal,processed,,ml,Mililitro
